Launch_ID,City,Store_ID,Planned_Launch_Date,Owner,Onboarding_Status,Tech_Setup_Status,Testing_Status,Inventory_Readiness,Staffing_Readiness,SOP_Checklist,Expected_Daily_Orders,Planned_Capacity,Readiness_%,Capacity_Utilization_%,Primary_Blocker,Launch_Status,Days_to_or_Past_Launch
LCH11177,Mumbai,ST125,2025-01-03,Ops-E,Pending,Complete,Passed,Ready,Ready,Pending,290,1309,67,22.2,Onboarding,Delayed,-564
LCH11178,Kolkata,ST943,2025-06-09,Ops-D,Complete,Complete,Passed,Ready,Ready,Complete,714,1357,100,52.6,None,Go-Live Ready,-407
LCH11179,Kochi,ST891,2025-04-30,Ops-B,Pending,Pending,Passed,Ready,Ready,Complete,256,817,67,31.3,Onboarding,Delayed,-447
LCH11180,Pune,ST838,2025-03-30,Ops-A,Pending,Complete,Passed,Ready,Ready,Complete,182,739,83,24.6,Onboarding,Delayed,-478
LCH11181,Bengaluru,ST157,2025-11-25,Ops-B,Complete,Pending,Passed,Ready,Ready,Complete,1373,524,83,262.0,Tech Setup,Delayed,-238
LCH11182,Hyderabad,ST280,2025-12-23,Ops-D,Complete,Complete,Passed,Ready,Ready,Complete,268,864,100,31.0,None,Go-Live Ready,-210
LCH11183,Mumbai,ST332,2025-09-24,Ops-A,Complete,Complete,Passed,Ready,Ready,Complete,378,1382,100,27.4,None,Go-Live Ready,-300
LCH11184,Hyderabad,ST994,2025-11-19,Ops-B,Complete,Complete,Passed,Ready,Ready,Complete,837,545,100,153.6,Capacity,Go-Live Ready,-244
LCH11185,Kolkata,ST443,2026-06-25,Ops-E,Complete,Complete,Pending,Ready,Ready,Complete,1358,1227,83,110.7,Testing,Delayed,-26
LCH11186,Jaipur,ST577,2025-07-14,Ops-B,Complete,Pending,Passed,Ready,Ready,Complete,979,1252,83,78.2,Tech Setup,Delayed,-372
LCH11187,Delhi NCR,ST899,2025-11-28,Ops-D,Complete,Complete,Passed,Ready,Ready,Complete,1160,1118,100,103.8,Capacity,Go-Live Ready,-235
LCH11188,Kochi,ST676,2025-06-19,Ops-A,Complete,Complete,Passed,Ready,Ready,Complete,999,515,100,194.0,Capacity,Go-Live Ready,-397
LCH11189,Bengaluru,ST555,2026-06-05,Ops-E,Complete,Complete,Failed,Ready,Ready,Complete,1388,582,83,238.5,Testing,Delayed,-46
LCH11190,Kolkata,ST332,2026-04-08,Ops-A,Complete,Complete,Passed,Ready,Ready,Complete,882,872,100,101.1,Capacity,Go-Live Ready,-104
LCH11191,Hyderabad,ST389,2025-02-09,Ops-E,Complete,Complete,Pending,Ready,Ready,Complete,1303,681,83,191.3,Testing,Delayed,-527
LCH11192,Mumbai,ST313,2026-06-21,Ops-A,Complete,Complete,Passed,Ready,Ready,Complete,994,1368,100,72.7,None,Go-Live Ready,-30
LCH11193,Kochi,ST358,2025-09-18,Ops-D,Complete,Complete,Passed,Ready,Ready,Complete,421,471,100,89.4,None,Go-Live Ready,-306
LCH11194,Pune,ST630,2026-01-30,Ops-E,Complete,Complete,Passed,Ready,Ready,Complete,784,1418,100,55.3,None,Go-Live Ready,-172
LCH11195,Kochi,ST787,2025-08-14,Ops-C,Complete,Complete,Passed,Ready,Ready,Complete,1181,343,100,344.3,Capacity,Go-Live Ready,-341
LCH11196,Mumbai,ST329,2025-05-04,Ops-A,Complete,Complete,Pending,Ready,Ready,Complete,552,527,83,104.7,Testing,Delayed,-443
LCH11197,Mumbai,ST326,2025-02-07,Ops-A,Complete,Complete,Passed,Pending,Ready,Complete,1077,873,83,123.4,Inventory,Delayed,-529
LCH11198,Delhi NCR,ST696,2025-11-24,Ops-B,Complete,Complete,Failed,Ready,Ready,Complete,776,616,83,126.0,Testing,Delayed,-239
LCH11199,Kochi,ST903,2025-09-08,Ops-E,Complete,Complete,Passed,Ready,Ready,Complete,1542,1030,100,149.7,Capacity,Go-Live Ready,-316
LCH11200,Kochi,ST535,2025-06-25,Ops-C,Complete,Complete,Passed,Ready,Ready,Complete,766,900,100,85.1,None,Go-Live Ready,-391
LCH11201,Delhi NCR,ST982,2026-03-30,Ops-D,Complete,Complete,Passed,Ready,Pending,Pending,1130,923,67,122.4,Staffing,Delayed,-113
LCH11202,Ahmedabad,ST858,2025-02-06,Ops-B,Complete,Complete,Passed,Ready,Ready,Complete,686,766,100,89.6,None,Go-Live Ready,-530
LCH11203,Ahmedabad,ST502,2025-11-12,Ops-C,Complete,Complete,Passed,Ready,Pending,Complete,1226,596,83,205.7,Staffing,Delayed,-251
LCH11204,Jaipur,ST722,2025-04-24,Ops-E,Complete,Complete,Passed,Ready,Ready,Complete,396,844,100,46.9,None,Go-Live Ready,-453
LCH11205,Ahmedabad,ST866,2025-02-09,Ops-C,Complete,Complete,Passed,Ready,Ready,Complete,486,788,100,61.7,None,Go-Live Ready,-527
LCH11206,Chennai,ST188,2025-10-28,Ops-A,Complete,Complete,Passed,Ready,Ready,Complete,1454,1319,100,110.2,Capacity,Go-Live Ready,-266
LCH11207,Kochi,ST684,2025-08-12,Ops-A,Complete,Complete,Passed,Ready,Ready,Complete,182,514,100,35.4,None,Go-Live Ready,-343
LCH11208,Bengaluru,ST993,2025-11-14,Ops-B,Pending,Complete,Passed,Ready,Ready,Complete,948,1325,83,71.5,Onboarding,Delayed,-249
LCH11209,Kochi,ST642,2025-12-15,Ops-E,Complete,Complete,Passed,Pending,Ready,Complete,697,960,83,72.6,Inventory,Delayed,-218
LCH11210,Chennai,ST784,2025-04-25,Ops-E,Complete,Pending,Passed,Ready,Pending,Complete,1516,953,67,159.1,Tech Setup,Delayed,-452
LCH11211,Chennai,ST409,2025-11-19,Ops-C,Complete,Complete,Passed,Ready,Ready,Complete,1040,1101,100,94.5,None,Go-Live Ready,-244
LCH11212,Hyderabad,ST443,2025-02-09,Ops-B,Complete,Pending,Pending,Ready,Pending,Complete,1412,640,50,220.6,Tech Setup,Delayed,-527
LCH11213,Kochi,ST536,2025-02-09,Ops-E,Complete,Complete,Passed,Ready,Ready,Complete,878,1003,100,87.5,None,Go-Live Ready,-527
LCH11214,Kolkata,ST277,2025-10-16,Ops-A,Complete,Complete,Passed,Ready,Ready,Complete,1350,706,100,191.2,Capacity,Go-Live Ready,-278
LCH11215,Chennai,ST239,2025-09-19,Ops-C,Complete,Complete,Passed,Ready,Ready,Complete,193,1152,100,16.8,None,Go-Live Ready,-305
LCH11216,Bengaluru,ST294,2025-08-04,Ops-D,Complete,Pending,Passed,Ready,Ready,Complete,453,605,83,74.9,Tech Setup,Delayed,-351
LCH11217,Delhi NCR,ST286,2025-05-27,Ops-A,Complete,Complete,Passed,Ready,Ready,Complete,418,1173,100,35.6,None,Go-Live Ready,-420
LCH11218,Jaipur,ST318,2025-12-02,Ops-B,Complete,Complete,Passed,Ready,Pending,Complete,832,794,83,104.8,Staffing,Delayed,-231
LCH11219,Hyderabad,ST264,2025-06-17,Ops-E,Complete,Complete,Passed,Ready,Ready,Complete,549,877,100,62.6,None,Go-Live Ready,-399
LCH11220,Delhi NCR,ST261,2025-04-02,Ops-A,Complete,Complete,Passed,Ready,Ready,Complete,752,840,100,89.5,None,Go-Live Ready,-475
LCH11221,Hyderabad,ST625,2025-12-19,Ops-D,Complete,Complete,Passed,Ready,Ready,Complete,1071,1067,100,100.4,Capacity,Go-Live Ready,-214
LCH11222,Bengaluru,ST908,2025-12-29,Ops-D,Pending,Complete,Passed,Ready,Ready,Complete,1120,1195,83,93.7,Onboarding,Delayed,-204
LCH11223,Mumbai,ST701,2025-12-11,Ops-B,Complete,Complete,Passed,Ready,Ready,Complete,580,754,100,76.9,None,Go-Live Ready,-222
LCH11224,Kochi,ST936,2025-06-19,Ops-A,Complete,Complete,Passed,Ready,Ready,Complete,570,1467,100,38.9,None,Go-Live Ready,-397
LCH11225,Pune,ST142,2025-12-22,Ops-C,Complete,Complete,Passed,Ready,Ready,Complete,280,598,100,46.8,None,Go-Live Ready,-211
LCH11226,Kolkata,ST310,2025-07-10,Ops-A,Complete,Complete,Passed,Pending,Ready,Complete,1583,726,83,218.0,Inventory,Delayed,-376
LCH11227,Delhi NCR,ST841,2026-02-26,Ops-D,Complete,Pending,Passed,Ready,Ready,Complete,1398,1015,83,137.7,Tech Setup,Delayed,-145
LCH11228,Kochi,ST962,2025-01-07,Ops-B,Pending,Complete,Pending,Ready,Ready,Complete,1316,1056,67,124.6,Onboarding,Delayed,-560
LCH11229,Kolkata,ST375,2025-05-13,Ops-B,Complete,Pending,Passed,Ready,Ready,Complete,727,330,83,220.3,Tech Setup,Delayed,-434
LCH11230,Mumbai,ST379,2025-01-31,Ops-C,Complete,Complete,Passed,Ready,Ready,Complete,689,631,100,109.2,Capacity,Go-Live Ready,-536
LCH11231,Pune,ST351,2026-06-19,Ops-B,Complete,Complete,Passed,Ready,Ready,Complete,274,351,100,78.1,None,Go-Live Ready,-32
LCH11232,Kolkata,ST410,2026-03-02,Ops-B,Complete,Complete,Passed,Ready,Pending,Complete,1385,542,83,255.5,Staffing,Delayed,-141
LCH11233,Kolkata,ST820,2026-01-29,Ops-B,Complete,Complete,Passed,Pending,Pending,Complete,1083,1074,67,100.8,Inventory,Delayed,-173
LCH11234,Delhi NCR,ST933,2025-12-29,Ops-B,Complete,Complete,Passed,Pending,Ready,Complete,741,985,83,75.2,Inventory,Delayed,-204
LCH11235,Ahmedabad,ST240,2026-03-13,Ops-B,Pending,Complete,Pending,Ready,Pending,Complete,1411,872,50,161.8,Onboarding,Delayed,-130
LCH11236,Pune,ST892,2025-03-23,Ops-D,Complete,Complete,Passed,Ready,Ready,Complete,793,1171,100,67.7,None,Go-Live Ready,-485
LCH11237,Kochi,ST646,2025-12-22,Ops-A,Complete,Complete,Passed,Ready,Ready,Complete,477,999,100,47.7,None,Go-Live Ready,-211
LCH11238,Mumbai,ST921,2025-09-15,Ops-E,Complete,Complete,Passed,Ready,Ready,Complete,961,818,100,117.5,Capacity,Go-Live Ready,-309
LCH11239,Pune,ST630,2026-06-08,Ops-B,Complete,Complete,Failed,Ready,Pending,Complete,1292,894,67,144.5,Testing,Delayed,-43
LCH11240,Bengaluru,ST157,2025-10-22,Ops-E,Pending,Complete,Passed,Ready,Ready,Complete,195,582,83,33.5,Onboarding,Delayed,-272
LCH11241,Ahmedabad,ST212,2025-08-12,Ops-E,Complete,Complete,Failed,Ready,Ready,Complete,233,1480,83,15.7,Testing,Delayed,-343
LCH11242,Bengaluru,ST105,2026-06-09,Ops-D,Complete,Complete,Passed,Ready,Pending,Complete,943,898,83,105.0,Staffing,Delayed,-42
LCH11243,Mumbai,ST510,2025-02-15,Ops-B,Complete,Complete,Passed,Ready,Ready,Complete,501,447,100,112.1,Capacity,Go-Live Ready,-521
LCH11244,Delhi NCR,ST514,2025-04-23,Ops-E,Complete,Complete,Passed,Pending,Ready,Complete,1186,369,83,321.4,Inventory,Delayed,-454
LCH11245,Delhi NCR,ST282,2025-08-21,Ops-B,Complete,Complete,Pending,Pending,Ready,Complete,786,533,67,147.5,Testing,Delayed,-334
LCH11246,Mumbai,ST113,2025-01-17,Ops-C,Complete,Complete,Failed,Ready,Ready,Complete,1345,978,83,137.5,Testing,Delayed,-550
LCH11247,Hyderabad,ST439,2025-12-26,Ops-C,Complete,Complete,Passed,Ready,Ready,Complete,383,935,100,41.0,None,Go-Live Ready,-207
LCH11248,Mumbai,ST897,2025-08-11,Ops-C,Complete,Complete,Passed,Pending,Ready,Complete,1354,766,83,176.8,Inventory,Delayed,-344
LCH11249,Ahmedabad,ST359,2026-03-24,Ops-E,Complete,Complete,Passed,Ready,Ready,Complete,1224,856,100,143.0,Capacity,Go-Live Ready,-119
LCH11250,Chennai,ST190,2025-12-31,Ops-C,Complete,Complete,Passed,Ready,Ready,Complete,930,1193,100,78.0,None,Go-Live Ready,-202
LCH11251,Delhi NCR,ST716,2025-11-22,Ops-D,Complete,Complete,Passed,Ready,Ready,Complete,830,1135,100,73.1,None,Go-Live Ready,-241
LCH11252,Jaipur,ST991,2026-04-12,Ops-D,Complete,Complete,Passed,Ready,Ready,Complete,1568,917,100,171.0,Capacity,Go-Live Ready,-100
LCH11253,Ahmedabad,ST798,2026-02-18,Ops-E,Complete,Complete,Pending,Ready,Ready,Complete,1082,433,83,249.9,Testing,Delayed,-153
LCH11254,Ahmedabad,ST350,2026-03-31,Ops-B,Complete,Complete,Passed,Ready,Ready,Pending,1447,307,83,471.3,SOP,Delayed,-112
LCH11255,Ahmedabad,ST355,2025-08-21,Ops-A,Complete,Complete,Passed,Pending,Ready,Complete,1010,327,83,308.9,Inventory,Delayed,-334
LCH11256,Kolkata,ST688,2025-08-12,Ops-B,Complete,Complete,Passed,Ready,Pending,Complete,1380,1082,83,127.5,Staffing,Delayed,-343
LCH11257,Ahmedabad,ST998,2026-02-16,Ops-B,Complete,Pending,Passed,Ready,Ready,Complete,297,840,83,35.4,Tech Setup,Delayed,-155
LCH11258,Delhi NCR,ST208,2025-12-01,Ops-B,Complete,Complete,Passed,Ready,Ready,Complete,449,926,100,48.5,None,Go-Live Ready,-232
LCH11259,Chennai,ST768,2025-08-10,Ops-B,Complete,Complete,Passed,Ready,Ready,Complete,698,1357,100,51.4,None,Go-Live Ready,-345
LCH11260,Chennai,ST694,2025-02-06,Ops-A,Complete,Complete,Passed,Ready,Ready,Pending,1127,306,83,368.3,SOP,Delayed,-530
LCH11261,Ahmedabad,ST689,2025-10-05,Ops-C,Complete,Complete,Passed,Ready,Ready,Complete,532,339,100,156.9,Capacity,Go-Live Ready,-289
LCH11262,Bengaluru,ST585,2025-07-15,Ops-B,Complete,Pending,Failed,Ready,Ready,Complete,949,1208,67,78.6,Tech Setup,Delayed,-371
LCH11263,Delhi NCR,ST358,2026-04-29,Ops-D,Complete,Complete,Passed,Ready,Ready,Complete,683,361,100,189.2,Capacity,Go-Live Ready,-83
LCH11264,Delhi NCR,ST739,2025-08-30,Ops-E,Complete,Complete,Passed,Ready,Pending,Complete,1406,1409,83,99.8,Staffing,Delayed,-325
LCH11265,Pune,ST382,2025-11-20,Ops-E,Complete,Complete,Passed,Ready,Ready,Complete,1302,1439,100,90.5,None,Go-Live Ready,-243
LCH11266,Kochi,ST188,2025-07-11,Ops-D,Complete,Complete,Passed,Ready,Ready,Complete,719,678,100,106.0,Capacity,Go-Live Ready,-375
LCH11267,Hyderabad,ST304,2025-01-17,Ops-B,Pending,Complete,Passed,Ready,Pending,Complete,1080,621,67,173.9,Onboarding,Delayed,-550
LCH11268,Hyderabad,ST116,2026-06-08,Ops-A,Complete,Complete,Passed,Ready,Ready,Complete,386,1032,100,37.4,None,Go-Live Ready,-43
LCH11269,Bengaluru,ST251,2026-02-05,Ops-C,Complete,Complete,Passed,Ready,Ready,Complete,1115,1138,100,98.0,None,Go-Live Ready,-166
LCH11270,Hyderabad,ST354,2025-01-22,Ops-E,Complete,Complete,Failed,Ready,Ready,Complete,850,718,83,118.4,Testing,Delayed,-545
LCH11271,Pune,ST288,2026-04-19,Ops-C,Complete,Pending,Passed,Ready,Ready,Complete,903,319,83,283.1,Tech Setup,Delayed,-93
LCH11272,Mumbai,ST429,2025-04-30,Ops-A,Complete,Complete,Passed,Ready,Ready,Complete,724,711,100,101.8,Capacity,Go-Live Ready,-447
LCH11273,Hyderabad,ST644,2025-07-29,Ops-E,Complete,Complete,Failed,Ready,Ready,Complete,1414,848,83,166.7,Testing,Delayed,-357
LCH11274,Delhi NCR,ST883,2025-11-02,Ops-C,Complete,Complete,Passed,Ready,Ready,Complete,1106,904,100,122.3,Capacity,Go-Live Ready,-261
LCH11275,Mumbai,ST497,2025-09-27,Ops-A,Complete,Complete,Passed,Ready,Ready,Complete,1166,656,100,177.7,Capacity,Go-Live Ready,-297
LCH11276,Hyderabad,ST617,2025-10-12,Ops-C,Complete,Complete,Passed,Ready,Ready,Complete,920,500,100,184.0,Capacity,Go-Live Ready,-282
LCH11277,Delhi NCR,ST559,2025-08-15,Ops-B,Complete,Complete,Failed,Ready,Ready,Pending,372,1371,67,27.1,Testing,Delayed,-340
LCH11278,Delhi NCR,ST430,2026-01-16,Ops-A,Pending,Complete,Passed,Ready,Ready,Pending,1272,1064,67,119.5,Onboarding,Delayed,-186
LCH11279,Ahmedabad,ST920,2026-04-05,Ops-C,Complete,Complete,Pending,Ready,Ready,Complete,706,530,83,133.2,Testing,Delayed,-107
LCH11280,Chennai,ST945,2025-01-07,Ops-B,Complete,Complete,Passed,Ready,Pending,Pending,1060,1418,67,74.8,Staffing,Delayed,-560
LCH11281,Bengaluru,ST269,2025-01-29,Ops-B,Complete,Complete,Passed,Ready,Ready,Complete,422,602,100,70.1,None,Go-Live Ready,-538
LCH11282,Pune,ST793,2025-02-02,Ops-A,Complete,Pending,Passed,Ready,Ready,Complete,1572,686,83,229.2,Tech Setup,Delayed,-534
LCH11283,Kolkata,ST466,2025-03-20,Ops-D,Complete,Complete,Passed,Pending,Ready,Complete,579,1014,83,57.1,Inventory,Delayed,-488
LCH11284,Kochi,ST278,2026-04-04,Ops-E,Complete,Complete,Passed,Ready,Ready,Complete,672,1224,100,54.9,None,Go-Live Ready,-108
LCH11285,Hyderabad,ST755,2026-06-22,Ops-A,Complete,Complete,Passed,Ready,Ready,Complete,1109,1414,100,78.4,None,Go-Live Ready,-29
LCH11286,Hyderabad,ST462,2026-04-27,Ops-B,Complete,Complete,Passed,Ready,Ready,Complete,1521,357,100,426.1,Capacity,Go-Live Ready,-85
LCH11287,Mumbai,ST860,2026-03-06,Ops-B,Complete,Complete,Passed,Pending,Ready,Complete,1059,733,83,144.5,Inventory,Delayed,-137
LCH11288,Mumbai,ST739,2025-10-12,Ops-A,Complete,Complete,Passed,Ready,Pending,Complete,600,821,83,73.1,Staffing,Delayed,-282
LCH11289,Kochi,ST875,2026-05-31,Ops-D,Complete,Complete,Passed,Ready,Ready,Complete,1161,1067,100,108.8,Capacity,Go-Live Ready,-51
LCH11290,Hyderabad,ST140,2025-04-09,Ops-E,Pending,Pending,Passed,Ready,Ready,Complete,191,1128,67,16.9,Onboarding,Delayed,-468
LCH11291,Jaipur,ST516,2026-02-01,Ops-C,Complete,Complete,Passed,Ready,Ready,Complete,243,782,100,31.1,None,Go-Live Ready,-170
LCH11292,Pune,ST455,2026-05-04,Ops-A,Complete,Complete,Passed,Ready,Ready,Complete,635,666,100,95.3,None,Go-Live Ready,-78
LCH11293,Hyderabad,ST355,2025-02-08,Ops-E,Complete,Pending,Passed,Ready,Ready,Complete,666,1188,83,56.1,Tech Setup,Delayed,-528
LCH11294,Chennai,ST243,2025-09-28,Ops-E,Complete,Complete,Passed,Ready,Ready,Complete,1323,1182,100,111.9,Capacity,Go-Live Ready,-296
LCH11295,Kochi,ST852,2025-06-06,Ops-B,Complete,Complete,Passed,Ready,Ready,Complete,866,710,100,122.0,Capacity,Go-Live Ready,-410
LCH11296,Jaipur,ST840,2025-03-16,Ops-C,Complete,Complete,Passed,Ready,Ready,Complete,648,482,100,134.4,Capacity,Go-Live Ready,-492
LCH11297,Pune,ST953,2025-05-10,Ops-A,Pending,Complete,Passed,Ready,Ready,Complete,520,1446,83,36.0,Onboarding,Delayed,-437
LCH11298,Hyderabad,ST810,2025-03-25,Ops-B,Pending,Pending,Failed,Ready,Ready,Complete,1130,457,50,247.3,Onboarding,Delayed,-483
LCH11299,Kolkata,ST677,2025-01-22,Ops-B,Complete,Complete,Passed,Pending,Ready,Complete,848,312,83,271.8,Inventory,Delayed,-545
LCH11300,Ahmedabad,ST111,2026-04-04,Ops-D,Complete,Complete,Passed,Ready,Ready,Complete,634,865,100,73.3,None,Go-Live Ready,-108
LCH11301,Chennai,ST720,2026-06-23,Ops-E,Complete,Complete,Passed,Ready,Ready,Complete,814,1171,100,69.5,None,Go-Live Ready,-28
LCH11302,Kolkata,ST126,2026-01-17,Ops-A,Complete,Complete,Passed,Ready,Ready,Complete,1556,854,100,182.2,Capacity,Go-Live Ready,-185
LCH11303,Mumbai,ST521,2026-03-16,Ops-A,Complete,Complete,Passed,Pending,Pending,Complete,777,977,67,79.5,Inventory,Delayed,-127
LCH11304,Mumbai,ST763,2025-01-21,Ops-A,Complete,Complete,Passed,Ready,Ready,Complete,881,1162,100,75.8,None,Go-Live Ready,-546
LCH11305,Hyderabad,ST321,2025-10-30,Ops-B,Pending,Complete,Passed,Ready,Ready,Complete,341,917,83,37.2,Onboarding,Delayed,-264
LCH11306,Mumbai,ST953,2025-03-25,Ops-D,Complete,Complete,Passed,Ready,Pending,Complete,985,503,83,195.8,Staffing,Delayed,-483
LCH11307,Chennai,ST596,2026-03-29,Ops-C,Complete,Complete,Passed,Ready,Ready,Complete,1394,1256,100,111.0,Capacity,Go-Live Ready,-114
LCH11308,Pune,ST337,2026-01-22,Ops-B,Complete,Complete,Passed,Ready,Pending,Complete,1220,601,83,203.0,Staffing,Delayed,-180
LCH11309,Delhi NCR,ST337,2026-05-22,Ops-C,Pending,Complete,Passed,Ready,Ready,Complete,276,1366,83,20.2,Onboarding,Delayed,-60
LCH11310,Bengaluru,ST319,2025-09-14,Ops-D,Complete,Pending,Passed,Ready,Ready,Complete,876,1094,83,80.1,Tech Setup,Delayed,-310
LCH11311,Kochi,ST587,2026-06-11,Ops-E,Complete,Pending,Passed,Ready,Ready,Complete,1180,896,83,131.7,Tech Setup,Delayed,-40
LCH11312,Pune,ST561,2025-06-11,Ops-A,Complete,Complete,Passed,Ready,Ready,Complete,845,1028,100,82.2,None,Go-Live Ready,-405
LCH11313,Delhi NCR,ST763,2025-06-12,Ops-C,Complete,Pending,Passed,Ready,Ready,Complete,1289,805,83,160.1,Tech Setup,Delayed,-404
LCH11314,Jaipur,ST735,2026-06-08,Ops-B,Complete,Complete,Passed,Ready,Ready,Complete,713,938,100,76.0,None,Go-Live Ready,-43
LCH11315,Chennai,ST244,2025-09-28,Ops-C,Complete,Complete,Passed,Ready,Ready,Complete,515,490,100,105.1,Capacity,Go-Live Ready,-296
LCH11316,Kolkata,ST289,2026-05-07,Ops-E,Complete,Complete,Passed,Ready,Ready,Complete,1219,1198,100,101.8,Capacity,Go-Live Ready,-75
LCH11317,Delhi NCR,ST355,2025-07-27,Ops-A,Complete,Complete,Passed,Ready,Ready,Complete,542,359,100,151.0,Capacity,Go-Live Ready,-359
LCH11318,Chennai,ST168,2026-06-23,Ops-C,Complete,Complete,Passed,Ready,Pending,Complete,1103,361,83,305.5,Staffing,Delayed,-28
LCH11319,Ahmedabad,ST716,2025-03-01,Ops-E,Complete,Complete,Passed,Ready,Ready,Complete,172,601,100,28.6,None,Go-Live Ready,-507
LCH11320,Kolkata,ST436,2026-03-06,Ops-B,Complete,Pending,Passed,Ready,Pending,Pending,1304,937,50,139.2,Tech Setup,Delayed,-137
LCH11321,Mumbai,ST771,2025-11-05,Ops-D,Complete,Complete,Passed,Ready,Ready,Complete,1300,1298,100,100.2,Capacity,Go-Live Ready,-258
LCH11322,Mumbai,ST921,2026-06-04,Ops-B,Pending,Complete,Passed,Ready,Ready,Complete,594,471,83,126.1,Onboarding,Delayed,-47
LCH11323,Kolkata,ST974,2025-01-27,Ops-A,Complete,Complete,Passed,Ready,Ready,Complete,926,362,100,255.8,Capacity,Go-Live Ready,-540
LCH11324,Jaipur,ST509,2025-07-18,Ops-B,Complete,Complete,Passed,Ready,Ready,Complete,1482,1071,100,138.4,Capacity,Go-Live Ready,-368
LCH11325,Jaipur,ST400,2026-01-22,Ops-B,Complete,Complete,Passed,Pending,Ready,Pending,857,315,67,272.1,Inventory,Delayed,-180
LCH11326,Jaipur,ST702,2025-12-15,Ops-B,Complete,Complete,Passed,Pending,Ready,Complete,582,990,83,58.8,Inventory,Delayed,-218
LCH11327,Delhi NCR,ST457,2026-06-20,Ops-B,Complete,Complete,Passed,Ready,Pending,Complete,622,1141,83,54.5,Staffing,Delayed,-31
LCH11328,Kochi,ST356,2026-01-13,Ops-A,Complete,Complete,Passed,Ready,Ready,Pending,197,1424,83,13.8,SOP,Delayed,-189
LCH11329,Delhi NCR,ST453,2026-06-11,Ops-E,Complete,Complete,Passed,Ready,Pending,Complete,1255,1499,83,83.7,Staffing,Delayed,-40
LCH11330,Hyderabad,ST832,2025-06-02,Ops-C,Complete,Complete,Passed,Ready,Ready,Complete,1282,1198,100,107.0,Capacity,Go-Live Ready,-414
LCH11331,Bengaluru,ST621,2025-07-25,Ops-D,Complete,Complete,Pending,Ready,Ready,Complete,412,1232,83,33.4,Testing,Delayed,-361
LCH11332,Kolkata,ST624,2026-03-31,Ops-C,Complete,Complete,Passed,Ready,Ready,Complete,1204,474,100,254.0,Capacity,Go-Live Ready,-112
LCH11333,Pune,ST937,2025-09-30,Ops-C,Complete,Complete,Passed,Pending,Ready,Complete,507,716,83,70.8,Inventory,Delayed,-294
LCH11334,Bengaluru,ST856,2025-08-24,Ops-D,Complete,Pending,Passed,Ready,Pending,Complete,717,750,67,95.6,Tech Setup,Delayed,-331
LCH11335,Ahmedabad,ST794,2026-06-05,Ops-A,Complete,Complete,Passed,Ready,Ready,Complete,629,1135,100,55.4,None,Go-Live Ready,-46
LCH11336,Delhi NCR,ST384,2026-05-16,Ops-D,Pending,Pending,Pending,Ready,Ready,Complete,1016,579,50,175.5,Onboarding,Delayed,-66
LCH11337,Delhi NCR,ST412,2025-04-27,Ops-A,Complete,Pending,Passed,Ready,Ready,Complete,1362,543,83,250.8,Tech Setup,Delayed,-450
LCH11338,Chennai,ST199,2026-01-21,Ops-C,Complete,Complete,Pending,Ready,Ready,Pending,1178,974,67,120.9,Testing,Delayed,-181
LCH11339,Bengaluru,ST297,2025-12-10,Ops-A,Complete,Complete,Passed,Ready,Ready,Complete,1459,445,100,327.9,Capacity,Go-Live Ready,-223
LCH11340,Chennai,ST582,2026-01-30,Ops-E,Complete,Complete,Passed,Ready,Ready,Complete,1567,1390,100,112.7,Capacity,Go-Live Ready,-172
LCH11341,Pune,ST978,2025-03-05,Ops-D,Complete,Pending,Passed,Ready,Ready,Complete,857,402,83,213.2,Tech Setup,Delayed,-503
LCH11342,Chennai,ST326,2025-03-13,Ops-E,Complete,Complete,Passed,Ready,Ready,Complete,575,609,100,94.4,None,Go-Live Ready,-495
LCH11343,Bengaluru,ST945,2025-10-01,Ops-C,Complete,Complete,Passed,Ready,Ready,Complete,1200,416,100,288.5,Capacity,Go-Live Ready,-293
LCH11344,Kolkata,ST715,2025-11-16,Ops-D,Pending,Complete,Passed,Ready,Ready,Complete,276,1062,83,26.0,Onboarding,Delayed,-247
LCH11345,Ahmedabad,ST718,2025-12-04,Ops-C,Complete,Complete,Passed,Ready,Ready,Complete,284,1037,100,27.4,None,Go-Live Ready,-229
LCH11346,Delhi NCR,ST465,2026-01-01,Ops-E,Complete,Complete,Passed,Ready,Ready,Pending,480,486,83,98.8,SOP,Delayed,-201
LCH11347,Pune,ST468,2026-05-10,Ops-C,Complete,Complete,Pending,Pending,Ready,Complete,541,1084,67,49.9,Testing,Delayed,-72
LCH11348,Delhi NCR,ST670,2025-06-15,Ops-D,Complete,Complete,Passed,Ready,Ready,Complete,157,1006,100,15.6,None,Go-Live Ready,-401
LCH11349,Hyderabad,ST690,2026-06-28,Ops-D,Complete,Complete,Passed,Ready,Ready,Complete,762,1175,100,64.9,None,Go-Live Ready,-23
LCH11350,Ahmedabad,ST175,2025-01-11,Ops-C,Complete,Complete,Passed,Ready,Ready,Complete,1434,1095,100,131.0,Capacity,Go-Live Ready,-556
LCH11351,Kochi,ST142,2025-10-28,Ops-D,Complete,Complete,Passed,Ready,Pending,Complete,1372,772,83,177.7,Staffing,Delayed,-266
LCH11352,Chennai,ST522,2025-04-12,Ops-D,Complete,Complete,Passed,Pending,Ready,Complete,747,855,83,87.4,Inventory,Delayed,-465
